**03/02/2025, 10**: 23 pm - Messages and calls are end-to-end encrypted. No one outside of this chat, not even WhatsApp, can read or listen to them. Tap to learn more.
**04/02/2025, 10**: 40 pm - Vinay India: Hello bhai
**04/02/2025, 10**: 40 pm - Vinay India: Vinay this side
**04/02/2025, 10**: 40 pm - warishayat69: yes
**04/02/2025, 10**: 40 pm - warishayat69: waris here
**04/02/2025, 10**: 40 pm - Vinay India: Make a group
**04/02/2025, 10**: 40 pm - warishayat69: we are in the same group?
**04/02/2025, 10**: 40 pm - warishayat69: who is the third one?
**04/02/2025, 10**: 40 pm - Vinay India: Then we will discuss the project and divide our work
**04/02/2025, 10**: 40 pm - Vinay India: Accordingly
**04/02/2025, 10**: 40 pm - Vinay India: Yes
**04/02/2025, 10**: 40 pm - warishayat69: ok sure who is third one <This message was edited>
**04/02/2025, 10**: 41 pm - Vinay India: Fahad
**04/02/2025, 10**: 41 pm - Vinay India: What's ur tech stack brother?
**04/02/2025, 10**: 42 pm - warishayat69: machine learning and little bit backend
**04/02/2025, 10**: 42 pm - warishayat69: with fastapi
**04/02/2025, 10**: 42 pm - Vinay India: Nice nice
**04/02/2025, 10**: 42 pm - Vinay India: Mine is machine learning and some sort of deep learning (mainly object and pose detection)
**04/02/2025, 10**: 42 pm - warishayat69: like how to make endpoints and handle the data
**04/02/2025, 10**: 43 pm - Vinay India: Sath sath sikhte rhege bhai
**04/02/2025, 10**: 43 pm - warishayat69: have you done any other internship before this one?
**04/02/2025, 10**: 43 pm - warishayat69: i am completely new
**04/02/2025, 10**: 43 pm - warishayat69: 🥲
**04/02/2025, 10**: 43 pm - Vinay India: Me too
**04/02/2025, 10**: 44 pm - Vinay India: Summer internship I did which is mainly in object detection
**04/02/2025, 10**: 44 pm - warishayat69: i was completely confuse wile writing the purposal
**04/02/2025, 10**: 44 pm - Vinay India: Same
**04/02/2025, 10**: 44 pm - warishayat69: 🤣
**04/02/2025, 10**: 44 pm - Vinay India: In which year you r?
**04/02/2025, 10**: 44 pm - Vinay India: Graduation
**04/02/2025, 10**: 44 pm - warishayat69: im in my 4th year and 7 semester
**04/02/2025, 10**: 45 pm - warishayat69: software engineering
**04/02/2025, 10**: 45 pm - warishayat69: what about you?
**04/02/2025, 10**: 45 pm - Vinay India: same I'm also in 4th year in 8th sem
**04/02/2025, 10**: 45 pm - warishayat69: nice which institute?
**04/02/2025, 10**: 45 pm - Vinay India: Thapar Institute of Engineering and Technology
**04/02/2025, 10**: 46 pm - warishayat69: got it
**04/02/2025, 10**: 46 pm - Vinay India: Make a whatsapp group with fahad
**04/02/2025, 10**: 46 pm - warishayat69: let me contact him.
**04/02/2025, 10**: 46 pm - Vinay India: Then we will discuss tomorrow and make proper strategy to learn and apply
**04/02/2025, 10**: 46 pm - warishayat69: okay done
**04/02/2025, 10**: 47 pm - warishayat69: i am totally confused about frontend
**04/02/2025, 10**: 47 pm - Vinay India: DSA vgera krte bhai ?
**04/02/2025, 10**: 47 pm - Vinay India: Placement hogyi ?
**04/02/2025, 10**: 47 pm - warishayat69: yes abhi start kia bus sth sth
**04/02/2025, 10**: 47 pm - Vinay India: nice nice
**04/02/2025, 10**: 48 pm - warishayat69: yar pakistan m koi placement ka chakar e nai hae bahut mahool kahrab hae idr
**04/02/2025, 10**: 48 pm - Vinay India: oh toh job?
**04/02/2025, 10**: 48 pm - warishayat69: but dsa mena phly kia hua h kch advance topic rehty thy
**04/02/2025, 10**: 48 pm - Vinay India: leetcode?
**04/02/2025, 10**: 48 pm - Vinay India: dp graphs>
**04/02/2025, 10**: 48 pm - Vinay India: ?
**04/02/2025, 10**: 49 pm - warishayat69: yahn pr referance se jon mlti  buss no ask you dsa like stuff in the interview.
**04/02/2025, 10**: 49 pm - warishayat69: job*
**04/02/2025, 10**: 49 pm - Vinay India: acha
**04/02/2025, 10**: 49 pm - Vinay India: yeh internship best hain
**04/02/2025, 10**: 49 pm - warishayat69: yes yes dp graph rehty but revise karna start kia h abhi sth leetcode b solve kar ra hu
**04/02/2025, 10**: 49 pm - Vinay India: badhiya project bnvadenge
**04/02/2025, 10**: 50 pm - Vinay India: great
**04/02/2025, 10**: 50 pm - warishayat69: yes
**04/02/2025, 10**: 50 pm - warishayat69: ap btao dsa karru ho ap?
**04/02/2025, 10**: 50 pm - warishayat69: yes
**04/02/2025, 10**: 50 pm - Vinay India: haan dsa revise krra hu
**04/02/2025, 10**: 50 pm - warishayat69: apki placement ka kia scene
**04/02/2025, 10**: 50 pm - Vinay India: firse practice krna shuru kiya
**04/02/2025, 10**: 51 pm - Vinay India: abhi companies aari hain
**04/02/2025, 10**: 51 pm - warishayat69: any tip
**04/02/2025, 10**: 51 pm - Vinay India: but khi ni horaha h
**04/02/2025, 10**: 51 pm - warishayat69: for dsa
**04/02/2025, 10**: 51 pm - warishayat69: acha acha
**04/02/2025, 10**: 51 pm - Vinay India: striver sheet hi follow kro yr
**04/02/2025, 10**: 51 pm - warishayat69: why you not applying in google ?
**04/02/2025, 10**: 51 pm - warishayat69: india m tu office h na google ka
**04/02/2025, 10**: 51 pm - warishayat69: micorsoft ka
**04/02/2025, 10**: 51 pm - Vinay India: bhai uske liye bhut tagdi profile honi chaiye
**04/02/2025, 10**: 51 pm - warishayat69: do you have
**04/02/2025, 10**: 52 pm - warishayat69: striver
**04/02/2025, 10**: 52 pm - Vinay India: google pr daldo
**04/02/2025, 10**: 52 pm - Vinay India: striver a2z sheet
**04/02/2025, 10**: 52 pm - warishayat69: how much total question are there?
**04/02/2025, 10**: 53 pm - Vinay India: 450 a2z
**04/02/2025, 10**: 53 pm - Vinay India: till dp
**04/02/2025, 10**: 53 pm - warishayat69: sure i will check it.
**04/02/2025, 10**: 53 pm - warishayat69: what is your full name?
**04/02/2025, 10**: 54 pm - Vinay India: Vinay Kumar
**04/02/2025, 10**: 54 pm - Vinay India: share me ur linkedin
**04/02/2025, 11**: 04 pm - warishayat69: Let me share
**04/02/2025, 11**: 05 pm - warishayat69: https://www.linkedin.com/in/warishayat?utm_source=share&utm_campaign=share_via&utm_content=profile&utm_medium=android_app
**05/02/2025, 6**: 03 pm - Vinay India: Bhai
**05/02/2025, 6**: 03 pm - Vinay India: Kya dikhana hain
**05/02/2025, 6**: 05 pm - warishayat69: kuch nai
**06/02/2025, 2**: 44 pm - Vinay India: null
**06/02/2025, 3**: 39 pm - Vinay India: null
**06/02/2025, 3**: 43 pm - warishayat69: PTT-20250206-WA0062.opus (file attached)
**06/02/2025, 3**: 43 pm - Vinay India: Haan sir koi na
**06/02/2025, 3**: 44 pm - warishayat69: PTT-20250206-WA0063.opus (file attached)
**06/02/2025, 3**: 44 pm - Vinay India: Okay sir
**06/02/2025, 3**: 44 pm - Vinay India: M bhi krleta hoon apna kaam
**06/02/2025, 3**: 59 pm - warishayat69: Achaa
**06/02/2025, 4**: 30 pm - warishayat69: VID-20250206-WA0069.mp4 (file attached)
- Cursor ai k is feature ka pata h?
**06/02/2025, 11**: 06 pm - Vinay India: Ab dheere dheere krne se hojayega
**06/02/2025, 11**: 06 pm - warishayat69: wo m karra hu
**06/02/2025, 11**: 06 pm - Vinay India: Manveer sir h guide ke liye
**06/02/2025, 11**: 07 pm - warishayat69: m try karra hu mujhy msj ajye project then m koi iska solution nikalu
**06/02/2025, 11**: 07 pm - Vinay India: Pehli baar krra hu toh issue toh aayega hi
**06/02/2025, 11**: 07 pm - warishayat69: smj
**06/02/2025, 11**: 07 pm - Vinay India: But page toh bna atleast
**06/02/2025, 11**: 07 pm - Vinay India: Finally
**06/02/2025, 11**: 09 pm - warishayat69: han na
**06/02/2025, 11**: 25 pm - warishayat69: https://youtube.com/playlist?list=PLk8gdrb2DmCicLTZJWC2cCTFXloTBMBCt&si=v9Xy3fgaPm2JmQVb
**06/02/2025, 11**: 25 pm - warishayat69: Yh chk krna
**06/02/2025, 11**: 29 pm - Vinay India: Lg toh badhiya hi raha h
**06/02/2025, 11**: 33 pm - Vinay India: Best h yeh
**06/02/2025, 11**: 33 pm - Vinay India: Yehi try krta hoon kal
**06/02/2025, 11**: 33 pm - Vinay India: Fir bas isme linkedin add Krna pdega
**06/02/2025, 11**: 33 pm - warishayat69: Hn yr m b ab kl kruga thal gya hu
**06/02/2025, 11**: 33 pm - Vinay India: Yeh bhot crispy h
**06/02/2025, 11**: 34 pm - Vinay India: Bhut achi bnegi website
**06/02/2025, 11**: 34 pm - Vinay India: Or Sundar bhu
**06/02/2025, 11**: 34 pm - warishayat69: Han youtube kholaa tu agy dikha gya m soucha share kr du
**06/02/2025, 11**: 35 pm - Vinay India: Sahi kiya aapne
**06/02/2025, 11**: 35 pm - Vinay India: Yeh mein krta hoon kal hi
**06/02/2025, 11**: 35 pm - Vinay India: Aaj toh tym waste hi hua
**06/02/2025, 11**: 35 pm - warishayat69: Mera b tkribn
**07/02/2025, 2**: 20 pm - warishayat69: kuch bna?
**07/02/2025, 2**: 20 pm - Vinay India: mein course kr raha hoon aaj
**07/02/2025, 2**: 20 pm - Vinay India: uske baad bnata hoon
**07/02/2025, 2**: 21 pm - warishayat69: konsa course
**07/02/2025, 2**: 21 pm - Vinay India: deep learning
**07/02/2025, 2**: 21 pm - warishayat69: yar unky link bhj dena mujhy b
**07/02/2025, 2**: 21 pm - Vinay India: null
**07/02/2025, 2**: 22 pm - Vinay India: Week 1.docx (file attached)
- Week 1.docx
**07/02/2025, 4**: 41 pm - Vinay India: aapne mongodb k upr kaam kiya hain?
**07/02/2025, 4**: 41 pm - warishayat69: Nai
**07/02/2025, 5**: 22 pm - warishayat69: yr kch smj nai arai
**07/02/2025, 5**: 25 pm - Vinay India: Sir se puch lenge ab meeting mein
**07/02/2025, 5**: 25 pm - warishayat69: han dekhte
**07/02/2025, 5**: 26 pm - warishayat69: apny kch kea?
**07/02/2025, 5**: 26 pm - warishayat69: saturday sunday off hae?
**07/02/2025, 5**: 26 pm - warishayat69: yea mettings hngi.
**07/02/2025, 5**: 26 pm - Vinay India: Haan mene page bna liya hain
**07/02/2025, 5**: 26 pm - Vinay India: Bas database setup karna hain vo puchunga
**07/02/2025, 5**: 27 pm - Vinay India: Baki krdiya
**07/02/2025, 5**: 27 pm - Vinay India: Backend se bhi link hogya
**07/02/2025, 5**: 27 pm - warishayat69: acha
**07/02/2025, 5**: 27 pm - warishayat69: ss bhjo?
**07/02/2025, 5**: 28 pm - Vinay India: wait
**07/02/2025, 5**: 28 pm - warishayat69: IMG-20250207-WA0018.jpg (file attached)
- mera koi yea ik pkg h onnx jo unstructured k sth ata h yea msla karra hae.
**07/02/2025, 5**: 29 pm - Vinay India: acha acha
**07/02/2025, 5**: 29 pm - Vinay India: meet mein puchlena aa
**07/02/2025, 5**: 29 pm - Vinay India: aap
**07/02/2025, 5**: 30 pm - warishayat69: Kafi dar se grup m mag kiye hn ho e nai ra pata nai kia h
**07/02/2025, 5**: 36 pm - Vinay India: VID-20250207-WA0019.mp4 (file attached)
**07/02/2025, 5**: 37 pm - warishayat69: Best h
**07/02/2025, 5**: 37 pm - Vinay India: database m jab store hoga
**07/02/2025, 5**: 37 pm - Vinay India: tab home page pr jayega'
**07/02/2025, 5**: 38 pm - warishayat69: Us m authentication b use hogi ?
**07/02/2025, 5**: 38 pm - warishayat69: Jwt wali jesy huti
**07/02/2025, 5**: 38 pm - Vinay India: haan abhi google account vali dal raha hu
**07/02/2025, 5**: 38 pm - Vinay India: starting mein
**07/02/2025, 5**: 38 pm - warishayat69: Ach acha
**07/02/2025, 5**: 38 pm - Vinay India: or linkedin se bhi
**07/02/2025, 5**: 38 pm - Vinay India: abhi add kr rha hu
**07/02/2025, 5**: 38 pm - warishayat69: Fr sahi h
**07/02/2025, 5**: 38 pm - Vinay India: fir backend pr aapka code chlega
**07/02/2025, 5**: 39 pm - Vinay India: or fronted pr mein page or interface bna dunga
**07/02/2025, 5**: 39 pm - Vinay India: sabka
**07/02/2025, 5**: 39 pm - warishayat69: Okay done aa
**07/02/2025, 6**: 47 pm - Vinay India: Kaam sahi raha mera ?
**07/02/2025, 6**: 47 pm - Vinay India: Code vgera dekhe aapne ?
**07/02/2025, 7**: 00 pm - warishayat69: PTT-20250207-WA0020.opus (file attached)
**07/02/2025, 7**: 01 pm - Vinay India: mein linkedin ko connect krdunga aaj 11 tak
**07/02/2025, 7**: 01 pm - Vinay India: or database se bhi krdunha
**07/02/2025, 7**: 01 pm - Vinay India: youtube vala aap ek baar mratunjay se puchlena
**07/02/2025, 7**: 01 pm - warishayat69: Okayy
**07/02/2025, 7**: 18 pm - Vinay India: database se connect hogya finally
**07/02/2025, 7**: 18 pm - Vinay India: 🥳
**07/02/2025, 7**: 18 pm - warishayat69: Wao
**07/02/2025, 7**: 18 pm - Vinay India: ab bas linkedin se krta hoon
**07/02/2025, 7**: 20 pm - warishayat69: Google se hogya?
**07/02/2025, 7**: 20 pm - Vinay India: yess
**07/02/2025, 7**: 21 pm - warishayat69: Chalo best h
**07/02/2025, 7**: 21 pm - Vinay India: Dheere Dheere kaam ho raha hain
**07/02/2025, 7**: 21 pm - warishayat69: PTT-20250207-WA0029.opus (file attached)
**07/02/2025, 7**: 22 pm - Vinay India: haan aage fir vhi bnaunga
**07/02/2025, 7**: 22 pm - Vinay India: aage ka frontend
**07/02/2025, 7**: 22 pm - warishayat69: Ach achaa
**07/02/2025, 7**: 22 pm - warishayat69: Then best h
**07/02/2025, 7**: 22 pm - Vinay India: kal hi bnaunga vo sab toh
**07/02/2025, 7**: 22 pm - warishayat69: Han best h
**07/02/2025, 7**: 22 pm - Vinay India: abhi toh linkedin se connect krta hoon
**07/02/2025, 7**: 22 pm - warishayat69: PTT-20250207-WA0030.opus (file attached)
**07/02/2025, 7**: 23 pm - Vinay India: han usme frontend krdunga sara complete
**07/02/2025, 7**: 23 pm - warishayat69: Han m b koshish kruga k yea hojaye monday tak.
**07/02/2025, 7**: 23 pm - Vinay India: nice nice
